pair,source,side,claim_index,name,type,name_prompt_index,type_prompt_index
pair_f8e24a30,math_train,h,2,H3,gcd 720 (gcd 360 (gcd 240 (gcd 180 (gcd 144 120)))) = 12,3634,3635
pair_f8e24a30,math_train,h,3,hc,c ≥ 1,3636,3637
pair_f8e24a30,math_train,a,0,h7,d ∣ 12,3638,3639
pair_f8e24a30,math_train,a,1,h8,d ≤ 12,3640,3641
pair_f919f46c,math_test,h,0,fin,f (6 * x) ∈ Set.Icc (-11) 3,3642,3643
pair_f919f46c,math_test,h,1,ysubin,y - 1 ∈ Set.Icc (-11) 3,3644,3645
pair_f919f46c,math_test,a,0,h1,f (6 * x) ∈ Set.range f,3646,3647
pair_f919f46c,math_test,a,1,h4,y - 1 ∈ Set.range f,3648,3649
pair_f919f46c,math_test,a,2,h5,(6 * (z / 6) ) = (z : ℝ),3650,3651
pair_f97ece2d,cn_k12,h,0,nx,-x > 0,3652,3653
pair_f97ece2d,cn_k12,h,1,ny,-y > 0,3654,3655
pair_f97ece2d,cn_k12,h,2,xy,-y > -x,3656,3657
pair_f97ece2d,cn_k12,a,0,hx,f x = f (-x),3658,3659
pair_f97ece2d,cn_k12,a,1,hy,f y = f (-y),3660,3661
pair_f97ece2d,cn_k12,a,2,h1,-x > 0,3662,3663
pair_f97ece2d,cn_k12,a,3,h2,-y > 0,3664,3665
pair_f97ece2d,cn_k12,a,4,h3,-y > -x,3666,3667
pair_f97ece2d,cn_k12,a,5,h4,f (-y) < f (-x),3668,3669
pair_f97ece2d,cn_k12,a,6,h6,f (-y) < f (-x),3670,3671
pair_fa6b0ceb,olympiads,h,0,ha,a = 12.8,3672,3673
pair_fa6b0ceb,olympiads,h,1,hb,b = 19.2,3674,3675
pair_fa6b0ceb,olympiads,h,2,hc,c = 25.6,3676,3677
pair_fa6b0ceb,olympiads,h,3,hd,d = 32,3678,3679
pair_fa6b0ceb,olympiads,a,0,eq1,3 * a = 2 * b,3680,3681
pair_fa6b0ceb,olympiads,a,1,eq2,4 * b = 3 * c,3682,3683
pair_fa6b0ceb,olympiads,a,2,eq3,5 * c = 4 * d,3684,3685
pair_fa6b0ceb,olympiads,a,3,h4,a = 12.8,3686,3687
pair_fa6b0ceb,olympiads,a,4,h5,b = 19.2,3688,3689
pair_fa6b0ceb,olympiads,a,5,h6,c = 25.6,3690,3691
pair_fa6b0ceb,olympiads,a,6,h7,d = 32,3692,3693
pair_faafdcfc,math_test,h,0,y_inv_low,1 / y ≤ 1 / 2,3694,3695
pair_faafdcfc,math_test,h,1,y_inv_up,1 / 4 ≤ 1 / y,3696,3697
pair_faafdcfc,math_test,h,2,k_low,-5 / 2 ≤ k,3698,3699
pair_faafdcfc,math_test,h,3,k_up,k ≤ -3 / 4,3700,3701
pair_faafdcfc,math_test,h,4,k_ne_1,k - 1 ≠ 0,3702,3703
pair_faafdcfc,math_test,h,5,hy,y ≠ 0,3704,3705
pair_faafdcfc,math_test,a,0,h1,x - y < 0,3706,3707
pair_faafdcfc,math_test,a,1,h2,(x + y) / (x - y) ≤ 3 / 7,3708,3709
pair_faeeadb5,inequalities,h,0,h1,x ^ 3 / ((1 + y) * (1 + z)) + y ^ 3 / ((1 + z) * (1 + x)) + z ^ 3 / ((1 + x) * (1 + y)) ≥ 3 / 4,3710,3711
pair_faeeadb5,inequalities,h,1,h2,x + y + z ≥ 3,3712,3713
pair_faeeadb5,inequalities,h,2,h3,x * y + y * z + z * x ≥ 3,3714,3715
pair_faeeadb5,inequalities,h,3,h4,x ^ 3 / ((1 + y) * (1 + z)) + y ^ 3 / ((1 + z) * (1 + x)) + z ^ 3 / ((1 + x) * (1 + y)) ≥ 3 / 4,3716,3717
pair_faeeadb5,inequalities,h,4,h5,x ^ 3 / ((1 + y) * (1 + z)) + y ^ 3 / ((1 + z) * (1 + x)) + z ^ 3 / ((1 + x) * (1 + y)) - 3 / 4 ≥ 0,3718,3719
pair_faeeadb5,inequalities,h,5,h6,(1 + x) * (1 + y) * (1 + z) > 0,3720,3721
pair_faeeadb5,inequalities,h,6,h7,x ^ 3 / ((1 + y) * (1 + z)) + y ^ 3 / ((1 + z) * (1 + x)) + z ^ 3 / ((1 + x) * (1 + y)) - 3 / 4 = (4 * (x ^ 3 * (1 + x) + y ^ 3 * (1 + y) + z ^ 3 * (1 + z)) - 3 * (1 + x) * (1 + y) * (1 + z)) / (4 * ((1 + x) * (1 + y) * (1 + z))),3722,3723
pair_faeeadb5,inequalities,h,7,h8,4 * (x ^ 3 * (1 + x) + y ^ 3 * (1 + y) + z ^ 3 * (1 + z)) - 3 * (1 + x) * (1 + y) * (1 + z) ≥ 0,3724,3725
pair_faeeadb5,inequalities,a,0,h1,0 < (1 + y) * (1 + z) * (1 + x),3726,3727
pair_faeeadb5,inequalities,a,1,h2,x ^ 3 / ((1 + y) * (1 + z)) + y ^ 3 / ((1 + z) * (1 + x)) + z ^ 3 / ((1 + x) * (1 + y)) - 3 / 4 ≥ 0,3728,3729
pair_faeeadb5,inequalities,a,2,h3,0 < (1 + y) * (1 + z) * (1 + x),3730,3731
pair_faeeadb5,inequalities,a,3,h4,x ^ 3 / ((1 + y) * (1 + z)) + y ^ 3 / ((1 + z) * (1 + x)) + z ^ 3 / ((1 + x) * (1 + y)) - 3 / 4 = (x ^ 3 * (1 + x) + y ^ 3 * (1 + y) + z ^ 3 * (1 + z) - 3 / 4 * ((1 + y) * (1 + z) * (1 + x))) / ((1 + y) * (1 + z) * (1 + x)),3732,3733
pair_ff074495,secondary_math,h,0,h1,abs (Real.cos t) ≤ 1,3734,3735
pair_ff074495,secondary_math,h,1,h2,abs (Real.sin t) ≤ 1,3736,3737
pair_ff074495,secondary_math,h,2,h3,(s + 5 - 3 * abs (Real.cos t)) ^ 2 + (s - 2 * abs (Real.sin t)) ^ 2 ≥ 2,3738,3739
pair_ff074495,secondary_math,a,0,h3,(s + 5 - 3*abs (Real.cos t))^2 + (s - 2*abs (Real.sin t))^2 ≥ 2,3740,3741
pair_ff074495,secondary_math,a,1,h1,abs (Real.cos t) ≤ 1,3742,3743
pair_ff074495,secondary_math,a,2,h2,abs (Real.sin t) ≤ 1,3744,3745
pair_ff074495,secondary_math,a,3,h4,(s + 5 - 3*abs (Real.cos t))^2 + (s - 2*abs (Real.sin t))^2 ≥ 2,3746,3747
